,Date,Trips over the past 24-hours (midnight to 11:59pm),Cumulative trips (since launch):,Miles traveled today (midnight to 11:59 pm),Miles traveled to date:,Total Annual Members,Annual Member Sign-Ups (midnight to 11:59 pm),24-Hour Passes Purchased (midnight to 11:59 pm),7-Day Passes Purchased (midnight to 11:59 pm),24-Hour Passes Purchased (midnight to 11:59 pm)	7-Day Passes Purchased (midnight to 11:59 pm),Total Annual Memberships Sold,Cumulative trips (since launch),Miles traveled to date,Total Annual Members (All Time),3-Day Passes Purchased (midnight to 11:59 pm)
48,8/18/18,57284,,125508.0,,,,6672,,,,,,282795.0,351.0
49,8/19/18,45874,,86651.0,,,,3926,,,,,,282943.0,155.0
50,8/20/18,67589,,118793.0,,,,3312,,,,,,283162.0,224.0
51,8/21/18,75214,,132261.0,,,,3683,,,,,,283358.0,257.0
52,8/22/18,72614,,125978.0,,,,3366,,,,,,283543.0,225.0
53,8/23/18,73877,,130310.0,,,,3975,,,,,,283720.0,331.0
54,8/24/18,72894,,132952.0,,,,4794,,,,,,283884.0,320.0
55,8/25/18,64683,,140537.0,,,,7535,,,,,,284066.0,345.0
56,8/26/18,60954,,132223.0,,,,6928,,,,,,284268.0,302.0
57,8/27/18,67630,,116967.0,,,,3350,,,,,,284457.0,242.0
58,8/28/18,66638,,110486.0,,,,2814,,,,,,284667.0,150.0
59,8/29/18,65903,,107006.0,,,,2766,,,,,,284791.0,171.0
60,8/30/18,67900,,113385.0,,,,3218,,,,,,284938.0,164.0
61,8/31/18,58922,,97818.0,,,,3186,,,,,,285087.0,180.0
62,9/1/18,54318,,116904.0,,,,6711,,,,,,285245.0,439.0
63,9/2/18,60828,,140923.0,,,,5562,,,,,,285368.0,292.0
64,9/3/18,55067,,117164.0,,,,6239,,,,,,285609.0,279.0
65,9/4/18,68655,,114264.0,,,,2793,,,,,,285867.0,215.0
66,9/5/18,74981,,124919.0,,,,2934,,,,,,286102.0,191.0
67,9/6/18,70264,,113123.0,,,,2678,,,,,,286304.0,207.0
68,9/7/18,74586,,127470.0,,,,3523,,,,,,286475.0,227.0
69,9/8/18,58284,,111254.0,,,,5442,,,,,,286637.0,270.0
70,9/9/18,19950,,30544.0,,,,895,,,,,,286752.0,16.0
71,9/10/18,23949,,32472.0,,,,463,,,,,,286847.0,26.0
72,9/11/18,66552,,109380.0,,,,2456,,,,,,286985.0,193.0
73,9/12/18,53241,,82748.0,,,,1650,,,,,,287120.0,115.0
74,9/13/18,74054,,123401.0,,,,2874,,,,,,287262.0,197.0
75,9/14/18,74330,,128288.0,,,,3623,,,,,,287412.0,298.0
76,9/15/18,71185,,149524.0,,,,7570,,,,,,287622.0,353.0
77,9/16/18,69515,,150281.0,,,,7410,,,,,,287897.0,270.0
78,9/17/18,71340,,118809.0,,,,2914,,,,,,288137.0,162.0
79,9/18/18,53077,,82768.0,,,,1433,,,,,,288266.0,74.0
80,9/19/18,74372,,129089.0,,,,3529,,,,,,288450.0,290.0
81,9/20/18,76803,,129385.0,,,,3130,,,,,,288599.0,235.0
82,9/21/18,74940,,128273.0,,,,3677,,,,,,288719.0,224.0
83,9/22/18,69133,,142121.0,,,,7511,,,,,,289160.0,298.0
84,9/23/18,55494,,104944.0,,,,4716,,,,,,289370.0,184.0
85,9/24/18,71631,,115888.0,,,,2615,,,,,,289524.0,289.0
86,9/25/18,25430,,35795.0,,,,506,,,,,,289591.0,65.0
87,9/26/18,68007,,110772.0,,,,2423,,,,,,289698.0,296.0
88,9/27/18,75370,,126480.0,,,,3044,,,,,,289829.0,399.0
89,9/28/18,57230,,90249.0,,,,1986,,,,,,289911.0,296.0
90,9/29/18,69321,,145920.0,,,,6960,,,,,,290170.0,906.0
91,9/30/18,66224,,139423.0,,,,6367,,,,,,290467.0,675.0
0,10/1/18,71387,,120257.0,,,,2618,,,,,,290631.0,307.0
1,10/2/18,73113,,122234.0,,,,2666,,,,,,290788.0,195.0
2,10/3/18,76769,,129720.0,,,,3141,,,,,,290947.0,199.0
3,10/4/18,70698,,116337.0,,,,2838,,,,,,291073.0,222.0
4,10/5/18,74744,,129597.0,,,,3979,,,,,,291166.0,254.0
5,10/6/18,57599,,110421.0,,,,5658,,,,,,291298.0,310.0
6,10/7/18,60753,,127033.0,,,,6936,,,,,,291425.0,277.0
7,10/8/18,58256,,95097.0,,,,2865,,,,,,291549.0,121.0
8,10/9/18,74251,,123973.0,,,,2846,,,,,,291672.0,207.0
9,10/10/18,77317,,132255.0,,,,3115,,,,,,291765.0,202.0
10,10/11/18,46862,,70173.0,,,,1323,,,,,,291862.0,59.0
11,10/12/18,67686,,113055.0,,,,3453,,,,,,291962.0,255.0
12,10/13/18,54747,,100652.0,,,,2430,,,,,,292029.0,125.0
13,10/14/18,54297,,103697.0,,,,4805,,,,,,292158.0,204.0
14,10/15/18,59181,,92219.0,,,,1958,,,,,,292262.0,95.0
15,10/16/18,66661,,104171.0,,,,2200,,,,,,292370.0,158.0
16,10/17/18,67868,,107762.0,,,,2341,,,,,,292469.0,134.0
17,10/18/18,61668,,94356.0,,,,1969,,,,,,292519.0,143.0
18,10/19/18,64735,,105730.0,,,,3012,,,,,,292604.0,192.0
19,10/20/18,56281,,109142.0,,,,5644,,,,,,292711.0,309.0
20,10/21/18,39192,,64764.0,,,,2488,,,,,,292811.0,100.0
21,10/22/18,57919,,88293.0,,,,1721,,,,,,292899.0,133.0
22,10/23/18,68086,,110293.0,,,,2356,,,,,,292992.0,181.0
23,10/24/18,64203,,98615.0,,,,1942,,,,,,293077.0,97.0
24,10/25/18,61637,,95827.0,,,,2003,,,,,,293309.0,146.0
25,10/26/18,59861,,92569.0,,,,2292,,,,,,293508.0,131.0
26,10/27/18,13124,,17949.0,,,,333,,,,,,293542.0,11.0
27,10/28/18,42502,,74540.0,,,,3134,,,,,,293611.0,154.0
28,10/29/18,60028,,92882.0,,,,1853,,,,,,293722.0,156.0
29,10/30/18,65545,,102834.0,,,,1957,,,,,,293819.0,141.0
30,10/31/18,68447,,114039.0,,,,2544,,,,,,294007.0,225.0
31,11/1/18,74260,,128502.0,,,,3288,,,,,,294111.0,245.0
32,11/2/18,63746,,105906.0,,,,2817,,,,,,294186.0,237.0
33,11/3/18,49127,,89639.0,,,,4200,,,,,,294256.0,199.0
34,11/4/18,50713,,98021.0,,,,5107,,,,,,294329.0,99.0
35,11/5/18,33345,,47328.0,,,,776,,,,,,294396.0,31.0
36,11/6/18,40271,,56313.0,,,,1186,,,,,,294442.0,29.0
37,11/7/18,67925,,112354.0,,,,2590,,,,,,294527.0,189.0
38,11/8/18,64441,,103621.0,,,,2191,,,,,,294595.0,146.0
39,11/9/18,36952,,54282.0,,,,1064,,,,,,294647.0,63.0
40,11/10/18,37809,,63740.0,,,,2649,,,,,,294689.0,132.0
41,11/11/18,36612,,64197.0,,,,2763,,,,,,294744.0,78.0
42,11/12/18,51341,,79338.0,,,,1707,,,,,,294792.0,79.0
43,11/13/18,36957,,52453.0,,,,751,,,,,,294838.0,27.0
44,11/14/18,49621,,70932.0,,,,935,,,,,,294882.0,30.0
45,11/15/18,24948,,35594.0,,,,407,,,,,,294900.0,24.0
46,11/16/18,34447,,49576.0,,,,761,,,,,,294915.0,48.0
47,11/17/18,37974,,61206.0,,,,2257,,,,,,294951.0,56.0
48,11/18/18,34390,,55093.0,,,,1916,,,,,,294988.0,45.0
49,11/19/18,54540,,83935.0,,,,1522,,,,,,295037.0,84.0
50,11/20/18,51910,,75746.0,,,,1259,,,,,,295070.0,37.0
51,11/21/18,40417,,58441.0,,,,1050,,,,,,295112.0,39.0
52,11/22/18,8798,,12626.0,,,,369,,,,,,295200.0,20.0
53,11/23/18,16107,,23143.0,,,,597,,,,,,295439.0,26.0
54,11/24/18,20087,,32011.0,,,,1137,,,,,,295530.0,41.0
55,11/25/18,34519,,60831.0,,,,2521,,,,,,295688.0,36.0
56,11/26/18,29189,,42333.0,,,,499,,,,,,296251.0,18.0
57,11/27/18,49979,,74556.0,,,,802,,,,,,296351.0,31.0
58,11/28/18,48433,,69352.0,,,,777,,,,,,296405.0,29.0
59,11/29/18,51468,,76715.0,,,,1054,,,,,,296452.0,51.0
60,11/30/18,46001,,67098.0,,,,1065,,,,,,296497.0,47.0
61,12/1/18,37989,,62304.0,,,,2256,,,,,,296553.0,37.0
62,12/2/18,18418,,26501.0,,,,554,,,,,,296584.0,11.0
63,12/3/18,53974,,85524.0,,,,1308,,,,,,296664.0,62.0
64,12/4/18,49058,,71843.0,,,,867,,,,,,296708.0,27.0
65,12/5/18,46779,,67536.0,,,,814,,,,,,296753.0,38.0
66,12/6/18,46543,,66885.0,,,,910,,,,,,296798.0,40.0
67,12/7/18,43841,,63353.0,,,,948,,,,,,296843.0,52.0
68,12/8/18,29909,,44552.0,,,,1271,,,,,,296867.0,46.0
69,12/9/18,27547,,40886.0,,,,1064,,,,,,296897.0,23.0
70,12/10/18,43358,,62699.0,,,,762,,,,,,296938.0,25.0
71,12/11/18,47335,,68321.0,,,,823,,,,,,296974.0,20.0
72,12/12/18,47717,,68600.0,,,,748,,,,,,297005.0,28.0
73,12/13/18,40736,,57295.0,,,,593,,,,,,297042.0,14.0
74,12/14/18,44775,,66633.0,,,,1137,,,,,,297078.0,44.0
75,12/15/18,36423,,57244.0,,,,1902,,,,,,297119.0,45.0
76,12/16/18,9835,,13599.0,,,,203,,,,,,297131.0,4.0
77,12/17/18,45382,,66449.0,,,,909,,,,,,297173.0,32.0
78,12/18/18,41703,,58360.0,,,,656,,,,,,297205.0,22.0
79,12/19/18,44096,,63165.0,,,,877,,,,,,297238.0,22.0
80,12/20/18,34026,,48713.0,,,,751,,,,,,297269.0,20.0
81,12/21/18,23996,,34450.0,,,,481,,,,,,297290.0,24.0
82,12/22/18,24870,,36653.0,,,,1088,,,,,,297327.0,25.0
83,12/23/18,22230,,35921.0,,,,1298,,,,,,297355.0,37.0
84,12/24/18,18990,,27246.0,,,,681,,,,,,297387.0,18.0
85,12/25/18,11177,,21483.0,,,,1080,,,,,,297426.0,38.0
86,12/26/18,25358,,39176.0,,,,1118,,,,,,297487.0,49.0
87,12/27/18,31169,,48943.0,,,,1510,,,,,,297527.0,51.0
88,12/28/18,12039,,17576.0,,,,334,,,,,,297555.0,25.0
89,12/29/18,29037,,54116.0,,,,2677,,,,,,297622.0,104.0
90,12/30/18,22536,,37741.0,,,,1562,,,,,,297682.0,51.0
91,12/31/18,18936,,29794.0,,,,962,,,,,,297748.0,31.0
0,1/1/2019,22145,,44131.0,,,,2429,,,,,,297823.0,49.0
1,1/2/2019,38249,,58975.0,,,,1062,,,,,,297908.0,36.0
2,1/3/2019,42181,,62500.0,,,,969,,,,,,297976.0,31.0
3,1/4/2019,44420,,65739.0,,,,1173,,,,,,298017.0,33.0
4,1/5/2019,17636,,24326.0,,,,462,,,,,,298048.0,8.0
5,1/6/2019,31764,,50481.0,,,,1711,,,,,,298094.0,31.0
6,1/7/2019,36928,,52310.0,,,,514,,,,,,298152.0,18.0
7,1/8/2019,41728,,60469.0,,,,654,,,,,,298218.0,23.0
8,1/9/2019,44882,,63480.0,,,,646,,,,,,298263.0,23.0
9,1/10/2019,39449,,53225.0,,,,478,,,,,,298299.0,13.0
10,1/11/2019,33196,,44226.0,,,,465,,,,,,298331.0,23.0
11,1/12/2019,25431,,35133.0,,,,772,,,,,,298361.0,26.0
12,1/13/2019,23020,,33018.0,,,,700,,,,,,298399.0,18.0
13,1/14/2019,35408,,48021.0,,,,402,,,,,,298439.0,9.0
14,1/15/2019,39538,,54751.0,,,,511,,,,,,298470.0,19.0
15,1/16/2019,40854,,56553.0,,,,513,,,,,,298510.0,7.0
16,1/17/2019,39417,,53430.0,,,,463,,,,,,298546.0,14.0
17,1/18/2019,34478,,47215.0,,,,542,,,,,,298574.0,27.0
18,1/19/2019,23933,,34580.0,,,,865,,,,,,298595.0,28.0
19,1/20/2019,14440,,19131.0,,,,368,,,,,,298616.0,8.0
20,1/21/2019,10392,,11911.0,,,,141,,,,,,298632.0,5.0
21,1/22/2019,28913,,37788.0,,,,315,,,,,,298665.0,14.0
22,1/23/2019,42028,,59442.0,,,,526,,,,,,298692.0,10.0
23,1/24/2019,20328,,27931.0,,,,260,,,,,,298721.0,7.0
24,1/25/2019,39298,,54567.0,,,,621,,,,,,298748.0,21.0
25,1/26/2019,26607,,38634.0,,,,933,,,,,,298778.0,18.0
26,1/27/2019,30338,,48280.0,,,,1510,,,,,,298828.0,19.0
27,1/28/2019,36173,,49109.0,,,,448,,,,,,298878.0,13.0
28,1/29/2019,31355,,42066.0,,,,341,,,,,,298919.0,12.0
29,1/30/2019,25496,,33178.0,,,,263,,,,,,298947.0,8.0
30,1/31/2019,18882,,22917.0,,,,186,,,,,,298975.0,8.0
31,2/1/2019,25289,,31752.0,,,,255,,,,,,298998.0,11.0
32,2/2/2019,22280,,30802.0,,,,627,,,,,,299032.0,19.0
33,2/3/2019,32274,,52757.0,,,,1743,,,,,,299103.0,24.0
34,2/4/2019,47049,,73262.0,,,,1180,,,,,,299172.0,42.0
35,2/5/2019,54710,,87917.0,,,,1770,,,,,,299249.0,42.0
36,2/6/2019,39616,,55696.0,,,,754,,,,,,299296.0,27.0
37,2/7/2019,43840,,62728.0,,,,765,,,,,,299341.0,22.0
38,2/8/2019,36964,,52442.0,,,,864,,,,,,299383.0,22.0
39,2/9/2019,24041,,33607.0,,,,811,,,,,,299409.0,10.0
40,2/10/2019,24434,,35873.0,,,,935,,,,,,299449.0,6.0
41,2/11/2019,39197,,54362.0,,,,563,,,,,,299493.0,20.0
42,2/12/2019,16044,,22190.0,,,,150,,,,,,299521.0,4.0
43,2/13/2019,35523,,48870.0,,,,439,,,,,,299551.0,21.0
44,2/14/2019,42313,,61381.0,,,,773,,,,,,299589.0,26.0
45,2/15/2019,47524,,74286.0,,,,1590,,,,,,299633.0,58.0
46,2/16/2019,31347,,52760.0,,,,2030,,,,,,299683.0,58.0
47,2/17/2019,24287,,39660.0,,,,1439,,,,,,299711.0,30.0
48,2/18/2019,26176,,37500.0,,,,810,,,,,,299757.0,17.0
49,2/19/2019,35226,,49024.0,,,,595,,,,,,299810.0,10.0
50,2/20/2019,20694,,28763.0,,,,221,,,,,,299835.0,15.0
51,2/21/2019,40082,,60375.0,,,,961,,,,,,299871.0,37.0
52,2/22/2019,42338,,61956.0,,,,1097,,,,,,299913.0,49.0
53,2/23/2019,31956,,49887.0,,,,1635,,,,,,299956.0,28.0
54,2/24/2019,24503,,37473.0,,,,992,,,,,,299993.0,19.0
55,2/25/2019,34736,,47207.0,,,,495,,,,,,300029.0,14.0
56,2/26/2019,38126,,52805.0,,,,524,,,,,,300067.0,23.0
57,2/27/2019,37028,,48666.0,,,,464,,,,,,300097.0,27.0
58,2/28/2019,38784,,53031.0,,,,652,,,,,,300157.0,30.0
59,3/1/2019,30242,,41583.0,,,,522,,,,,,300183.0,26.0
60,3/2/2019,18001,,27381.0,,,,570,,,,,,300213.0,25.0
61,3/3/2019,23240,,35764.0,,,,1115,,,,,,300264.0,22.0
62,3/4/2019,28424,,39154.0,,,,563,,,,,,300319.0,23.0
63,3/5/2019,37103,,50155.0,,,,552,,,,,,300367.0,24.0
64,3/6/2019,33287,,42845.0,,,,376,,,,,,300409.0,27.0
65,3/7/2019,35913,,46582.0,,,,468,,,,,,300450.0,15.0
66,3/8/2019,40416,,55748.0,,,,852,,,,,,300503.0,32.0
67,3/9/2019,38929,,68739.0,,,,3010,,,,,,300574.0,35.0
68,3/10/2019,18897,,28056.0,,,,662,,,,,,300611.0,16.0
69,3/11/2019,52412,,80705.0,,,,1749,,,,,,300691.0,56.0
70,3/12/2019,47214,,66518.0,,,,1003,,,,,,300757.0,40.0
71,3/13/2019,50121,,71552.0,,,,1194,,,,,,300825.0,42.0
72,3/14/2019,57464,,86864.0,,,,1826,,,,,,300904.0,82.0
